model      ;temperature;prompt                                   ;tokens;iteration;response       ;semantic_shift
gpt-4.1    ;0.4        ;Write a quatrain about war               ;200   ;3        ;steel clashes loud where shadows stain the ground   a crimson tide that drowns the morning light.   the hopes of peace in shattered echoes drowned   as silence flees before the drums of fight.;1.02
gpt-4.1    ;0.4        ;Write a quatrain about war               ;200   ;4        ;steel clashes loud beneath a blood-red sky   the hopes of many trampled in the dust   a mother's tears for sons who march to die   while peace lies silent tarnished by mistrust.;1.04
gpt-4.1    ;0.4        ;Write a quatrain about war               ;400   ;1        ;steel clashes loud where shadows fall and spread   the earth is torn by fury’s ruthless hand.   hope flickers faint where dreams and blood are shed   and peace lies silent buried in the sand.;1.01
gpt-4.1    ;0.4        ;Write a quatrain about war               ;400   ;2        ;steel clashes loud beneath a blood-red sky   the hopes of many drowned in battle’s roar.   yet still beneath the smoke the children cry—   a silent plea for peace amidst the war.;1.07
gpt-4.1    ;0.4        ;Write a quatrain about war               ;400   ;3        ;steel clashes loud beneath a blood-red sky   the cries of valor drowned by mournful wails.   in war’s grim shadow hope and mercy die   and peace lies broken on the battered trails.;1.0 
gpt-4.1    ;0.4        ;Write a quatrain about war               ;400   ;4        ;steel clashes under blood-red skies   the earth remembers every scar   in silence hope and sorrow rise—   the cost of war is never far.;1.0 
gpt-4.1    ;0.4        ;Solve 2+2                                ;20    ;1        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;20    ;2        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;20    ;3        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;20    ;4        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;50    ;1        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;50    ;2        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;50    ;3        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;50    ;4        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;100   ;1        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;100   ;2        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;100   ;3        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;100   ;4        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;200   ;1        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;200   ;2        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;200   ;3        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;200   ;4        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;400   ;1        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;400   ;2        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;400   ;3        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.4        ;Solve 2+2                                ;400   ;4        ;2 + 2 = 4      ;0.93
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;20    ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at atomic and subatomic;0.0 
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;20    ;2        ;quantum mechanics is the branch of physics that describes the behavior and interactions of energy and matter at the smallest;0.0 
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;20    ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;20    ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;50    ;1        ;quantum mechanics is the branch of physics that describes the behavior and interactions of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.14
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;50    ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;50    ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;50    ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are governed by probabilities rather than certainties.;0.16
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;100   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;100   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;100   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;100   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy on the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;200   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;200   ;2        ;quantum mechanics is the branch of physics that describes the behavior and interactions of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;200   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;200   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;400   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;400   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;400   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
gpt-4.1    ;0.6        ;Explain quantum mechanics in one sentence;400   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and outcomes are fundamentally probabilistic.;0.17
